,0
0,0
1,24
2,24
3,27
4,27
5,27
6,27
7,30
8,38
9,38
10,74
11,84
12,84
13,118
14,118
15,126
16,128
17,135
18,143
19,143
20,143
21,179
22,186
23,189
24,202
25,209
26,245
27,245
28,265
29,272
30,274
31,291
32,331
33,339
34,340
35,343
36,360
37,368
38,374
39,376
40,379
41,379
42,379
43,380
44,404
45,428
46,428
47,428
48,430
49,470
50,472
51,479
52,485
53,490
54,500
55,500
56,520
57,520
58,521
59,521
60,530
61,562
62,564
63,571
64,583
65,590
66,593
67,633
68,643
69,653
70,653
71,680
72,685
73,685
74,687
75,687
76,687
77,700
78,736
79,736
80,745
81,753
82,758
83,796
84,796
85,800
86,828
87,864
88,866
89,902
90,902
91,905
92,911
93,925
94,949
95,985
96,997
97,1021
98,1021
99,1021
100,1049
101,1069
102,1075
103,1077
104,1084
105,1086
106,1096
107,1109
108,1111
109,1118
110,1142
111,1142
112,1150
113,1160
114,1196
115,1212
116,1252
117,1268
118,1278
119,1297
120,1297
121,1305
122,1325
123,1342
124,1356
125,1356
126,1392
127,1416
128,1430
129,1430
130,1438
131,1484
132,1520
133,1556
134,1563
135,1573
136,1573
137,1573
138,1578
139,1591
140,1599
141,1599
142,1612
143,1632
144,1635
145,1671
146,1680
147,1689
148,1689
149,1715
150,1728
151,1734
152,1770
153,1770
154,1770
155,1806
156,1823
157,1826
158,1861
159,1875
160,1877
161,1886
162,1913
163,1913
164,1930
165,1930
166,1970
167,2004
168,2004
169,2039
170,2063
171,2107
172,2107
173,2117
174,2141
175,2179
176,2182
177,2183
178,2219
179,2219
180,2219
181,2225
182,2238
183,2238
184,2249
185,2259
186,2286
187,2286
188,2300
189,2300
190,2300
191,2300
192,2306
193,2316
194,2319
195,2326
196,2362
197,2371
198,2373
199,2373
200,2373
201,2373
202,2373
203,2373
204,2373
205,2380
206,2408
207,2414
208,2434
209,2474
210,2476
211,2476
212,2476
213,2516
214,2556
215,2563
216,2576
217,2576
218,2616
219,2618
220,2627
221,2655
222,2655
223,2679
224,2719
225,2755
226,2791
227,2811
228,2823
229,2832
230,2872
231,2872
232,2875
233,2895
234,2895
235,2897
236,2907
237,2907
238,2914
239,2918
240,2918
241,2954
242,2962
243,2978
244,3014
245,3014
246,3027
247,3033
248,3061
249,3101
250,3101
251,3143
252,3144
253,3147
254,3147
255,3147
256,3163
257,3163
258,3163
259,3163
260,3163
261,3171
262,3181
263,3181
264,3189
265,3202
266,3205
267,3208
268,3212
269,3226
270,3239
271,3239
272,3245
273,3265
274,3266
275,3266
276,3266
277,3268
278,3268
279,3304
280,3344
281,3352
282,3360
283,3360
284,3362
285,3364
286,3371
287,3374
288,3408
289,3444
290,3472
291,3508
292,3544
293,3547
294,3547
295,3555
296,3555
297,3555
298,3561
299,3574
300,3582
301,3582
302,3589
303,3617
304,3627
305,3655
306,3691
307,3711
308,3720
309,3734
310,3770
311,3794
312,3830
313,3830
314,3850
315,3886
316,3886
317,3889
318,3898
319,3906
320,3916
321,3916
322,3923
323,3925
324,3926
325,3954
326,3961
327,3961
328,3968
329,3968
330,3975
331,3982
332,4002
333,4002
334,4002
335,4016
336,4016
337,4040
338,4046
339,4056
340,4092
341,4092
342,4102
343,4122
344,4158
345,4194
346,4201
347,4214
348,4226
349,4250
350,4286
351,4293
352,4329
353,4329
354,4329
355,4330
356,4330
357,4337
358,4346
359,4386
360,4420
361,4425
362,4445
363,4445
364,4459
365,4461
366,4468
367,4468
368,4468
369,4482
370,4510
371,4511
372,4511
373,4512
374,4512
375,4554
376,4560
377,4570
378,4570
379,4570
380,4598
381,4601
382,4611
383,4633
384,4640
385,4647
386,4664
387,4673
388,4673
389,4683
390,4683
391,4707
392,4761
393,4764
394,4773
395,4775
396,4803
397,4813
398,4819
399,4819
400,4821
401,4831
402,4838
403,4841
404,4841
405,4865
406,4871
407,4889
408,4889
409,4931
410,4934
411,4970
412,4980
413,4982
414,4985
415,4994
416,5016
417,5024
418,5031
419,5033
420,5065
421,5087
422,5097
423,5121
424,5121
425,5121
426,5121
427,5123
428,5123
429,5132
430,5149
431,5149
432,5149
433,5156
434,5157
435,5161
436,5168
437,5168
438,5168
439,5168
440,5178
441,5179
442,5179
443,5215
444,5215
445,5215
446,5222
447,5229
448,5273
449,5282
450,5304
451,5340
452,5357
453,5364
454,5364
455,5364
456,5365
457,5365
458,5367
459,5370
460,5390
461,5426
462,5451
463,5467
464,5473
465,5475
466,5511
467,5517
468,5520
469,5520
470,5556
471,5573
472,5595
473,5595
474,5595
475,5611
476,5618
477,5628
478,5654
479,5694
480,5694
481,5703
482,5703
483,5704
484,5721
485,5756
486,5757
487,5797
488,5807
489,5847
490,5855
491,5856
492,5868
493,5908
494,5908
495,5925
496,5927
497,5937
498,5947
499,5975
500,5999
501,6009
502,6016
503,6040
504,6040
505,6043
506,6043
507,6043
508,6044
509,6082
510,6126
511,6144
512,6172
513,6177
514,6183
515,6193
516,6206
517,6241
518,6287
519,6292
520,6293
521,6303
522,6308
523,6346
524,6373
525,6386
526,6391
527,6396
528,6396
529,6413
530,6425
531,6435
532,6489
533,6499
534,6499
535,6499
536,6513
537,6529
538,6538
539,6538
540,6582
541,6602
542,6605
543,6610
544,6611
545,6613
546,6613
547,6653
548,6653
549,6655
550,6691
551,6696
552,6696
553,6696
554,6696
555,6696
556,6728
557,6728
558,6730
559,6740
560,6740
561,6760
562,6784
563,6806
564,6819
565,6819
566,6855
567,6864
568,6906
569,6946
570,6973
571,7013
572,7013
573,7019
574,7053
575,7089
576,7094
577,7094
578,7118
579,7154
580,7176
581,7176
582,7176
583,7176
584,7176
585,7186
586,7203
587,7203
588,7203
589,7212
590,7229
591,7229
592,7232
593,7242
594,7245
595,7251
596,7252
597,7276
598,7276
599,7289
600,7289
601,7296
602,7300
603,7334
604,7334
605,7334
606,7351
607,7383
608,7419
609,7419
610,7426
611,7429
612,7436
613,7472
614,7472
615,7512
616,7512
617,7525
618,7561
619,7561
620,7575
621,7575
622,7589
623,7597
624,7600
625,7600
626,7616
627,7623
628,7659
629,7676
630,7676
631,7676
632,7676
633,7686
634,7686
635,7691
636,7699
637,7715
638,7715
639,7761
640,7768
641,7768
642,7785
643,7821
644,7841
645,7841
646,7855
647,7895
648,7896
649,7932
650,7972
651,8012
652,8025
653,8063
654,8063
655,8073
656,8097
657,8097
658,8097
659,8133
660,8175
661,8178
662,8188
663,8196
664,8204
665,8218
666,8221
667,8224
668,8241
669,8244
670,8284
671,8306
672,8330
673,8332
674,8338
675,8374
676,8394
677,8406
678,8406
679,8438
680,8438
681,8438
682,8455
683,8457
684,8497
685,8497
686,8533
687,8540
688,8548
689,8550
690,8585
691,8620
692,8640
693,8640
694,8640
695,8640
696,8640
697,8642
698,8650
699,8651
700,8687
701,8687
702,8687
703,8687
704,8704
705,8717
706,8727
707,8734
708,8736
709,8753
710,8753
711,8754
712,8756
713,8764
714,8780
715,8783
716,8790
717,8826
718,8862
719,8882
720,8882
721,8884
722,8884
723,8922
724,8926
725,8953
726,8960
727,8973
728,8997
729,9007
730,9016
731,9023
732,9031
733,9031
734,9031
735,9040
736,9053
737,9093
738,9100
739,9100
740,9144
741,9151
742,9158
743,9175
744,9175
745,9175
746,9175
747,9184
748,9187
749,9187
750,9227
751,9255
752,9290
753,9290
754,9290
755,9322
756,9332
757,9342
758,9344
759,9357
760,9367
761,9367
762,9370
763,9370
764,9392
765,9392
766,9392
767,9392
768,9396
769,9423
770,9423
771,9423
772,9429
773,9429
774,9429
775,9432
776,9434
777,9434
778,9444
779,9480
780,9482
781,9482
782,9484
783,9491
784,9527
785,9569
786,9598
787,9598
788,9600
789,9617
790,9653
791,9658
792,9694
793,9694
794,9714
795,9717
796,9717
797,9717
798,9726
799,9739
800,9739
801,9739
802,9739
803,9756
804,9758
805,9758
806,9785
807,9798
808,9811
809,9812
810,9815
811,9815
812,9843
813,9845
814,9846
815,9847
816,9855
817,9875
818,9876
819,9876
820,9892
821,9898
822,9934
823,9956
824,9992
825,9999
826,10001
827,10001
828,10004
829,10024
830,10041
831,10076
832,10098
833,10098
834,10115
835,10124
836,10170
837,10170
838,10171
839,10181
840,10198
841,10198
842,10240
843,10240
844,10280
845,10280
846,10280
847,10287
848,10296
849,10302
850,10308
851,10308
852,10344
853,10376
854,10376
855,10379
856,10379
857,10403
858,10412
859,10426
860,10443
861,10471
862,10481
863,10516
864,10516
865,10524
866,10564
867,10564
868,10571
869,10574
870,10574
871,10574
872,10575
873,10575
874,10583
875,10583
876,10585
877,10593
878,10620
879,10656
880,10664
881,10691
882,10701
883,10704
884,10731
885,10767
886,10767
887,10775
888,10775
889,10789
890,10789
891,10817
892,10818
893,10823
894,10859
895,10866
896,10866
897,10872
898,10879
899,10893
900,10920
901,10944
902,10944
903,10944
904,10951
905,10951
906,10975
907,10975
908,10984
909,10996
910,10997
911,11033
912,11033
913,11033
914,11073
915,11117
916,11123
917,11123
918,11159
919,11169
920,11174
921,11220
922,11260
923,11260
924,11260
925,11261
926,11268
927,11268
928,11269
929,11309
930,11319
931,11328
932,11338
933,11384
934,11384
935,11404
936,11413
937,11415
938,11425
939,11428
940,11435
941,11442
942,11452
943,11459
944,11459
945,11495
946,11501
947,11510
948,11510
949,11510
950,11516
951,11519
952,11526
953,11526
954,11532
955,11533
956,11557
957,11559
958,11581
959,11589
960,11589
961,11613
962,11613
963,11613
964,11613
965,11616
966,11618
967,11645
968,11653
969,11673
970,11700
971,11707
972,11721
973,11729
974,11741
975,11777
976,11781
977,11791
978,11793
979,11803
980,11804
981,11840
982,11864
983,11900
984,11920
985,11922
986,11927
987,11927
988,11954
989,11954
990,11956
991,11992
992,12024
993,12050
994,12060
995,12080
996,12116
997,12156
998,12202
999,12214
