,0
0,0
1,3
2,3
3,6
4,6
5,6
6,6
7,8
8,11
9,11
10,11
11,13
12,16
13,16
14,23
15,26
16,26
17,26
18,26
19,26
20,26
21,28
22,28
23,28
24,31
25,31
26,31
27,33
28,33
29,33
30,33
31,33
32,33
33,33
34,33
35,33
36,33
37,36
38,36
39,39
40,41
41,44
42,44
43,44
44,44
45,44
46,44
47,46
48,48
49,48
50,48
51,48
52,48
53,48
54,51
55,53
56,53
57,56
58,56
59,58
60,58
61,58
62,58
63,65
64,65
65,73
66,75
67,77
68,81
69,83
70,83
71,83
72,83
73,83
74,83
75,90
76,92
77,92
78,92
79,95
80,95
81,97
82,97
83,97
84,97
85,99
86,99
87,101
88,103
89,106
90,106
91,108
92,108
93,110
94,111
95,113
96,116
97,120
98,120
99,120
100,120
101,120
102,123
103,123
104,127
105,127
106,129
107,133
108,133
109,133
110,133
111,133
112,133
113,133
114,133
115,133
116,135
117,135
118,138
119,141
120,141
121,141
122,141
123,143
124,144
125,147
126,150
127,150
128,152
129,152
130,154
131,161
132,161
133,161
134,161
135,164
136,164
137,165
138,167
139,167
140,167
141,167
142,169
143,169
144,172
145,172
146,174
147,174
148,178
149,180
150,180
151,183
152,183
153,183
154,183
155,186
156,186
157,188
158,188
159,188
160,188
161,188
162,188
163,192
164,192
165,192
166,192
167,192
168,194
169,194
170,197
171,197
172,201
173,204
174,206
175,209
176,211
177,214
178,214
179,214
180,216
181,216
182,218
183,218
184,218
185,218
186,218
187,221
188,221
189,221
190,221
191,224
192,224
193,227
194,227
195,229
196,229
197,229
198,231
199,232
200,235
201,235
202,235
203,235
204,235
205,235
206,235
207,235
208,235
209,238
210,240
211,240
212,242
213,242
214,242
215,242
216,242
217,245
218,248
219,250
220,250
221,250
222,253
223,256
224,256
225,258
226,261
227,261
228,263
229,263
230,265
231,267
232,270
233,270
234,271
235,271
236,272
237,272
238,274
239,277
240,281
241,284
242,284
243,284
244,284
245,284
246,284
247,284
248,284
249,287
250,287
251,287
252,287
253,287
254,287
255,287
256,290
257,290
258,293
259,293
260,295
261,295
262,295
263,295
264,295
265,295
266,297
267,299
268,299
269,299
270,299
271,299
272,299
273,299
274,299
275,299
276,301
277,301
278,304
279,304
280,304
281,304
282,306
283,306
284,308
285,310
286,310
287,310
288,318
289,321
290,321
291,323
292,323
293,326
294,328
295,332
296,333
297,337
298,337
299,337
300,337
301,339
302,339
303,339
304,342
305,344
306,344
307,344
308,348
309,351
310,351
311,353
312,353
313,353
314,353
315,353
316,353
317,353
318,353
319,355
320,355
321,356
322,356
323,356
324,360
325,362
326,365
327,365
328,365
