,0
0,4
1,4
2,4
3,5
4,5
5,7
6,8
7,9
8,15
9,15
10,16
11,31
12,31
13,37
14,37
15,43
16,43
17,43
18,43
19,43
20,44
21,56
22,56
23,56
24,56
25,60
26,60
27,61
28,76
29,76
30,76
31,77
32,77
33,87
34,99
35,105
36,117
37,117
38,132
39,133
40,136
41,136
42,142
43,156
44,157
45,158
46,158
47,166
48,172
49,180
50,180
51,188
52,200
53,208
54,214
55,215
56,225
57,234
58,235
59,242
60,246
61,248
62,254
63,260
64,261
65,261
66,262
67,262
68,263
69,263
70,269
71,299
72,317
73,323
74,323
75,323
76,329
77,329
78,329
79,330
80,330
81,336
82,344
83,344
84,346
85,350
86,354
87,354
88,366
89,366
90,366
91,378
92,390
93,398
94,402
95,408
96,409
97,409
98,427
99,428
100,428
101,429
102,429
103,441
104,459
105,473
106,473
107,474
108,486
109,488
110,488
111,488
112,494
113,494
114,539
115,545
116,549
117,549
118,551
119,551
120,557
121,558
122,564
123,576
124,576
125,582
126,594
127,594
128,597
129,597
130,598
131,599
132,603
133,603
134,604
135,604
136,604
137,610
138,616
139,620
140,628
141,628
142,628
143,628
144,628
145,632
146,636
147,637
148,641
149,642
150,648
151,658
152,658
153,658
154,658
155,660
156,672
157,672
158,676
159,686
160,695
161,695
162,719
163,725
164,729
165,730
166,730
167,742
168,748
169,754
170,755
171,755
172,776
173,788
174,800
175,812
176,812
177,830
178,838
179,842
180,843
181,855
182,859
183,868
184,869
185,870
186,871
187,879
188,885
189,885
190,895
191,907
192,913
193,913
194,916
195,918
196,927
197,928
198,928
199,934
200,934
201,940
202,940
203,941
204,942
205,942
206,943
207,943
208,949
209,955
210,955
211,955
212,967
213,968
214,968
215,972
216,993
217,993
218,994
219,1000
220,1018
221,1018
222,1042
223,1045
224,1075
225,1083
226,1084
227,1084
228,1084
229,1096
230,1097
231,1097
232,1097
233,1098
234,1099
235,1105
236,1105
237,1106
238,1107
239,1113
240,1125
241,1126
242,1132
243,1144
244,1144
245,1153
246,1154
247,1166
248,1174
249,1175
250,1179
251,1179
252,1180
253,1186
254,1186
255,1187
256,1196
257,1196
258,1214
259,1215
260,1216
261,1226
262,1227
263,1228
264,1246
265,1247
266,1251
267,1255
268,1255
269,1273
270,1273
271,1274
272,1280
273,1280
274,1280
275,1292
276,1302
277,1302
278,1303
279,1304
280,1304
281,1304
282,1316
283,1351
284,1351
285,1352
286,1352
287,1362
288,1362
289,1371
290,1383
291,1384
292,1384
293,1384
294,1385
295,1391
296,1395
297,1395
298,1407
299,1408
300,1410
301,1422
302,1434
303,1467
304,1468
305,1472
306,1484
307,1488
308,1488
309,1489
310,1499
311,1499
312,1503
313,1509
314,1515
315,1515
316,1599
317,1611
318,1613
319,1625
320,1626
321,1629
322,1635
323,1653
324,1653
325,1671
326,1671
327,1671
328,1673
329,1677
330,1677
331,1695
332,1695
333,1705
334,1705
335,1705
336,1705
337,1705
338,1717
339,1717
340,1735
341,1736
342,1736
343,1736
344,1737
345,1737
346,1743
347,1749
348,1750
349,1762
350,1768
351,1772
352,1773
353,1785
354,1797
355,1797
356,1815
357,1815
358,1821
359,1821
360,1823
361,1824
362,1824
363,1824
364,1824
365,1830
366,1842
367,1852
368,1853
369,1859
370,1867
371,1867
372,1885
373,1887
374,1888
375,1888
376,1894
377,1906
378,1906
379,1915
380,1921
381,1939
382,1943
383,1943
384,1943
385,1943
386,1943
387,1961
388,1967
389,1967
390,1967
391,1967
392,1969
393,1969
394,1969
395,1969
396,1987
397,1991
398,2003
399,2007
400,2007
401,2025
402,2025
403,2026
404,2026
405,2029
406,2029
407,2030
408,2031
409,2031
410,2035
411,2047
412,2059
413,2071
414,2071
415,2071
416,2075
417,2084
418,2090
419,2091
420,2099
421,2103
422,2103
423,2103
424,2103
425,2109
426,2110
427,2110
428,2111
429,2111
430,2123
431,2123
432,2141
433,2141
434,2151
435,2152
436,2152
437,2170
438,2178
439,2178
440,2178
441,2179
442,2187
443,2199
444,2211
445,2241
446,2245
447,2259
448,2263
449,2263
450,2263
451,2269
452,2271
453,2283
454,2284
455,2284
456,2284
457,2284
458,2292
459,2306
460,2307
461,2319
462,2319
463,2339
464,2343
465,2347
466,2353
467,2361
468,2362
469,2362
470,2368
471,2368
472,2368
473,2376
474,2376
475,2382
476,2385
477,2386
478,2386
479,2387
480,2387
481,2396
482,2404
483,2407
484,2413
485,2421
486,2422
487,2422
488,2423
489,2423
490,2441
491,2442
492,2442
493,2456
494,2456
495,2457
496,2457
497,2457
498,2475
499,2478
500,2479
501,2485
502,2485
503,2499
504,2500
505,2500
506,2501
507,2501
508,2501
509,2505
510,2505
511,2505
512,2514
513,2524
514,2524
515,2524
516,2525
517,2539
518,2547
519,2555
520,2555
521,2559
522,2577
523,2577
524,2577
525,2577
526,2577
527,2577
528,2579
529,2597
530,2601
531,2613
532,2613
533,2631
534,2645
535,2651
536,2666
537,2666
538,2666
539,2672
540,2672
541,2674
542,2680
543,2694
544,2694
545,2694
546,2694
547,2704
548,2706
549,2718
550,2748
551,2760
552,2770
553,2776
554,2778
555,2778
556,2778
557,2784
558,2790
559,2790
560,2790
561,2794
562,2795
563,2795
564,2799
565,2813
566,2813
567,2814
568,2824
569,2832
570,2846
571,2846
572,2850
573,2851
574,2863
575,2869
576,2869
577,2887
578,2888
579,2892
580,2894
581,2894
582,2896
583,2908
584,2908
585,2908
586,2908
587,2908
588,2909
589,2939
590,2939
591,2939
592,2947
593,2953
594,2953
595,2954
596,2966
597,2967
598,2979
599,2979
600,2980
601,2990
602,2990
603,2994
604,2995
605,2995
606,2999
607,3000
608,3001
609,3005
610,3005
611,3011
612,3012
613,3012
614,3024
615,3025
616,3027
617,3027
618,3027
619,3027
620,3028
621,3028
622,3034
623,3035
624,3050
625,3062
626,3063
627,3063
628,3063
629,3069
630,3073
631,3074
632,3076
633,3077
634,3085
635,3085
636,3085
637,3089
638,3097
639,3097
640,3097
641,3098
642,3098
643,3112
644,3112
645,3112
646,3122
647,3122
648,3130
649,3142
650,3154
651,3164
652,3164
653,3165
654,3166
655,3166
656,3170
657,3176
658,3177
659,3177
660,3183
661,3189
662,3189
663,3189
664,3197
665,3198
666,3198
667,3199
668,3199
669,3199
670,3207
671,3219
672,3243
673,3264
674,3264
675,3276
676,3276
677,3276
678,3276
679,3286
680,3287
681,3295
682,3299
683,3302
684,3303
685,3321
686,3322
687,3322
688,3334
689,3335
690,3335
691,3345
692,3353
693,3359
694,3371
695,3383
696,3403
697,3411
698,3411
699,3421
700,3421
701,3421
702,3422
703,3425
704,3429
705,3429
706,3429
707,3430
708,3431
709,3445
710,3455
711,3473
712,3483
713,3483
714,3495
715,3495
716,3501
717,3502
718,3502
719,3526
720,3538
721,3538
722,3546
723,3547
724,3559
725,3571
726,3586
727,3598
728,3600
729,3608
730,3608
731,3609
732,3624
733,3624
734,3630
735,3631
736,3641
737,3642
738,3646
739,3658
740,3670
741,3670
742,3671
743,3672
744,3673
745,3673
746,3679
747,3685
748,3694
749,3695
750,3695
751,3695
752,3703
753,3721
754,3721
755,3721
756,3722
757,3757
758,3769
759,3769
760,3775
761,3787
762,3788
763,3800
764,3801
765,3809
766,3815
767,3816
768,3822
769,3834
770,3834
771,3835
772,3835
773,3853
774,3859
775,3871
776,3872
777,3880
778,3886
779,3890
780,3908
781,3909
782,3915
783,3915
784,3927
785,3928
786,3928
787,3940
788,3940
789,3948
790,3956
791,3964
792,3965
793,3980
794,3981
795,3985
796,3986
797,3986
798,3986
799,3992
800,3992
801,3998
802,3998
803,3999
804,4002
805,4008
806,4009
807,4015
808,4023
809,4024
810,4024
811,4024
812,4025
813,4027
814,4035
815,4039
816,4049
817,4049
818,4057
819,4063
820,4063
821,4063
822,4075
823,4081
824,4089
825,4089
826,4090
827,4091
828,4093
829,4094
830,4103
831,4103
832,4107
833,4113
834,4114
835,4118
836,4130
837,4131
838,4134
839,4137
840,4143
841,4143
842,4145
843,4154
844,4160
845,4160
846,4161
847,4170
848,4188
849,4188
850,4200
851,4201
852,4211
853,4211
854,4223
855,4253
856,4253
857,4265
858,4271
859,4275
860,4293
861,4293
862,4295
863,4303
864,4304
865,4305
866,4305
867,4306
868,4312
869,4312
870,4324
871,4324
872,4332
873,4350
874,4358
875,4358
876,4364
877,4365
878,4383
879,4383
880,4389
881,4393
882,4393
883,4393
884,4405
885,4406
886,4407
887,4417
888,4429
889,4429
890,4430
891,4460
892,4463
893,4463
894,4463
895,4471
896,4483
897,4487
898,4488
899,4489
900,4495
901,4501
902,4519
903,4525
904,4537
905,4543
906,4544
907,4552
908,4561
909,4573
910,4573
911,4573
912,4583
913,4584
914,4584
915,4585
916,4585
917,4593
918,4611
919,4611
920,4623
921,4625
922,4626
923,4647
924,4648
925,4654
926,4655
927,4661
928,4661
929,4661
930,4661
931,4665
932,4665
933,4666
934,4678
935,4679
936,4679
937,4683
938,4683
939,4698
940,4699
941,4701
942,4701
943,4702
944,4702
945,4710
946,4710
947,4710
948,4718
949,4718
950,4730
951,4731
952,4731
953,4731
954,4741
955,4759
956,4759
957,4767
958,4771
959,4775
960,4775
961,4779
962,4780
963,4780
964,4790
965,4802
966,4808
967,4808
968,4814
969,4820
970,4820
971,4821
972,4821
973,4821
974,4821
975,4822
976,4836
977,4845
978,4846
979,4876
980,4877
981,4895
982,4901
983,4901
984,4901
985,4931
986,4939
987,4941
988,4941
989,4953
990,4959
991,4971
992,4980
993,4980
994,4981
995,4991
996,4991
997,5009
998,5045
999,5045
