,0
0,4
1,16
2,20
3,26
4,32
5,34
6,36
7,42
8,46
9,50
10,54
11,59
12,61
13,63
14,66
15,68
16,70
17,73
18,74
19,80
20,84
21,86
22,88
23,90
24,94
25,102
26,104
27,106
28,110
29,116
30,118
31,126
32,127
33,129
34,131
35,135
36,136
37,138
38,142
39,150
40,153
41,155
42,157
43,163
44,167
45,170
46,172
47,174
48,176
49,182
50,184
51,190
52,192
53,196
54,199
55,202
56,203
57,207
58,209
59,217
60,220
61,226
62,228
63,230
64,232
65,234
66,236
67,237
68,239
69,242
70,246
71,248
72,250
73,252
74,254
75,260
76,263
77,267
78,273
79,275
80,277
81,280
82,282
83,286
84,290
85,292
86,295
87,297
88,298
89,307
90,309
91,315
92,321
93,327
94,333
95,336
96,340
97,344
98,347
99,349
100,352
101,358
102,362
103,364
104,367
105,374
106,380
107,384
108,387
109,391
110,393
111,399
112,405
113,408
114,411
115,413
116,415
117,417
118,419
119,423
120,426
121,427
122,429
123,435
124,437
125,441
126,443
127,451
128,455
129,457
130,459
131,468
132,470
133,473
134,481
135,483
136,486
137,492
138,495
139,498
140,507
141,509
142,513
143,515
144,523
145,527
146,528
147,536
148,538
149,541
150,542
151,546
152,548
153,551
154,554
155,558
156,562
157,563
158,569
159,591
160,600
161,602
162,605
163,611
164,613
165,616
166,618
167,621
168,625
169,627
170,628
171,631
172,632
173,634
174,641
175,642
176,644
177,645
178,649
179,655
180,658
181,662
182,666
183,672
184,678
185,680
186,682
187,684
188,687
189,693
190,700
191,703
192,705
193,708
194,712
195,714
196,715
197,717
198,721
199,724
200,726
201,732
202,738
203,740
204,742
205,745
206,749
207,751
208,754
209,758
210,761
211,763
212,766
213,767
214,769
215,773
216,775
217,777
218,781
219,787
220,791
221,793
222,802
223,808
224,812
225,816
226,820
227,824
228,828
229,834
230,840
231,846
232,852
233,856
234,860
235,866
236,870
237,871
238,875
239,877
240,881
241,895
242,897
243,901
244,903
245,907
246,909
247,910
248,912
249,916
250,920
251,926
252,930
253,932
254,935
255,938
256,941
257,957
