,0
0,4
1,8
2,10
3,14
4,16
5,18
6,21
7,24
8,26
9,32
10,34
11,36
12,39
13,41
14,43
15,46
16,50
17,54
18,57
19,59
20,63
21,65
22,68
23,71
24,73
25,79
26,80
27,84
28,87
29,89
30,91
31,95
32,97
33,101
34,103
35,105
36,109
37,113
38,114
39,125
40,127
41,131
42,133
43,136
44,140
45,146
46,150
47,153
48,157
49,163
50,169
51,170
52,171
53,173
54,176
55,180
56,186
57,188
58,190
59,194
60,197
61,199
62,201
63,204
64,207
65,211
66,213
67,214
68,216
69,218
70,221
71,227
72,229
73,231
74,233
75,235
76,238
77,240
78,246
79,248
80,250
81,254
82,257
83,259
84,262
85,263
86,265
87,267
88,269
89,284
90,286
91,290
92,294
93,296
94,300
95,310
96,314
97,317
98,325
99,327
100,328
101,355
102,362
103,365
104,366
105,368
106,371
107,373
108,375
109,378
110,381
111,385
112,386
113,387
114,390
115,393
116,395
117,396
118,398
119,401
120,403
121,406
122,408
123,411
124,418
125,420
126,422
127,423
128,426
129,430
130,434
131,438
132,441
133,443
134,444
135,450
136,458
137,461
138,464
139,466
140,470
141,473
142,476
143,478
144,481
145,482
146,486
147,490
148,494
149,497
150,503
151,507
152,509
153,512
154,514
155,516
156,519
157,520
158,523
159,525
160,533
161,540
162,544
163,545
164,546
165,547
166,550
167,551
168,553
169,557
170,563
171,565
172,568
173,571
174,573
175,575
176,576
177,579
178,581
179,585
180,588
181,590
182,601
183,604
184,606
185,614
186,616
187,619
188,622
189,625
190,641
191,649
192,650
193,653
194,656
195,657
196,665
197,671
198,674
199,677
200,678
201,680
202,682
203,683
204,685
205,689
206,693
207,697
208,701
209,707
210,710
211,714
212,716
213,718
214,720
215,724
216,728
217,732
218,733
219,735
220,736
221,739
222,741
223,743
224,745
225,747
226,750
227,756
228,757
229,761
230,764
231,766
232,770
233,772
234,774
235,778
236,781
237,783
238,790
239,794
240,796
241,798
242,801
243,804
244,807
245,809
246,811
247,817
248,819
249,822
250,828
251,834
252,841
253,842
254,844
255,847
256,857
257,859
258,861
259,864
260,867
261,869
262,870
263,876
264,878
265,880
266,881
267,885
268,889
269,892
270,899
271,906
272,908
273,914
274,916
275,918
276,920
277,926
278,927
279,929
280,931
281,934
282,938
283,939
284,942
285,944
286,947
287,950
288,952
289,953
290,955
291,958
292,962
293,965
294,968
295,974
296,978
297,984
298,986
299,989
300,995
301,998
302,1001
303,1004
304,1020
305,1026
306,1029
307,1031
308,1034
309,1036
310,1040
311,1042
312,1044
313,1046
314,1048
315,1051
316,1057
317,1059
318,1062
319,1066
320,1068
321,1070
322,1072
323,1074
324,1076
325,1078
326,1080
327,1086
328,1090
329,1093
330,1099
331,1103
332,1105
333,1107
334,1110
335,1112
336,1113
337,1114
338,1117
339,1120
340,1124
341,1126
342,1128
343,1132
344,1140
345,1142
346,1148
347,1151
348,1154
349,1156
350,1160
351,1161
352,1164
353,1166
354,1169
355,1173
356,1175
357,1176
358,1190
359,1193
360,1196
361,1200
362,1201
363,1208
364,1212
365,1219
366,1222
367,1223
368,1225
369,1227
370,1228
371,1229
372,1235
373,1238
374,1242
375,1244
376,1245
377,1249
378,1251
379,1253
380,1255
381,1256
382,1259
383,1263
384,1265
385,1268
386,1270
387,1276
388,1278
389,1280
390,1282
391,1286
392,1287
393,1289
394,1292
395,1295
396,1296
397,1297
398,1305
399,1307
400,1309
401,1312
402,1314
403,1316
404,1317
405,1321
406,1322
407,1323
408,1325
409,1327
410,1329
411,1333
412,1339
413,1341
414,1345
415,1347
416,1349
417,1351
418,1353
419,1355
420,1357
421,1361
422,1362
423,1364
424,1372
425,1374
426,1378
427,1380
428,1382
429,1385
430,1388
431,1392
432,1393
433,1396
434,1399
435,1405
436,1408
437,1410
438,1411
439,1415
440,1417
441,1418
442,1424
443,1427
444,1430
445,1434
446,1435
447,1437
448,1439
449,1442
450,1446
451,1454
452,1457
453,1461
454,1467
455,1469
456,1471
457,1473
458,1475
459,1479
460,1483
461,1485
462,1487
463,1489
464,1493
465,1495
466,1499
467,1500
468,1502
469,1505
470,1507
471,1510
472,1513
473,1515
474,1517
475,1520
476,1523
477,1524
478,1525
479,1527
480,1530
481,1531
482,1534
483,1537
484,1541
485,1547
486,1548
487,1550
488,1553
489,1557
490,1559
491,1562
492,1564
493,1572
494,1575
495,1583
496,1585
497,1586
498,1590
499,1592
500,1596
501,1599
502,1602
503,1605
504,1608
505,1610
506,1612
507,1613
508,1616
509,1619
510,1623
511,1626
512,1629
513,1631
514,1633
515,1635
516,1639
517,1641
518,1645
519,1651
520,1653
521,1655
522,1659
523,1661
524,1662
525,1668
526,1676
527,1680
528,1682
529,1686
530,1688
531,1690
532,1698
533,1702
534,1704
535,1707
536,1713
537,1716
538,1719
539,1722
540,1725
541,1727
542,1730
543,1732
544,1736
545,1738
546,1741
547,1745
548,1747
549,1749
550,1752
551,1756
552,1758
553,1761
554,1763
555,1766
556,1767
557,1770
558,1772
559,1774
560,1776
561,1782
562,1785
563,1788
564,1791
565,1793
566,1795
567,1803
568,1805
569,1811
570,1814
571,1817
572,1824
573,1828
574,1831
575,1833
576,1837
577,1838
578,1840
579,1843
580,1847
581,1849
582,1852
583,1854
584,1856
585,1858
586,1861
587,1864
588,1868
589,1870
590,1873
591,1876
592,1880
593,1883
594,1885
595,1886
596,1890
597,1892
598,1894
599,1896
600,1900
601,1906
602,1908
603,1912
604,1914
605,1915
606,1929
607,1933
608,1935
609,1939
610,1941
611,1943
612,1947
613,1953
614,1957
615,1959
616,1961
617,1963
618,1967
619,1971
620,1973
621,1976
622,1978
623,1981
624,1984
625,1987
626,1989
627,1991
628,1995
629,2001
630,2004
631,2006
632,2010
633,2014
634,2020
635,2022
636,2026
637,2028
638,2032
639,2034
640,2036
641,2037
642,2038
643,2041
644,2042
645,2044
646,2048
647,2056
648,2059
649,2062
650,2065
651,2071
652,2075
653,2076
654,2078
655,2080
656,2083
657,2085
658,2087
659,2089
660,2091
661,2092
662,2094
663,2096
664,2100
665,2102
666,2105
667,2111
668,2113
669,2114
670,2115
671,2117
672,2119
673,2121
674,2124
675,2125
676,2128
677,2131
678,2133
679,2134
680,2137
681,2139
682,2141
683,2143
684,2147
685,2153
686,2155
687,2161
688,2163
689,2167
690,2170
691,2180
692,2184
693,2186
694,2188
695,2190
696,2193
697,2195
698,2197
699,2198
700,2204
701,2206
702,2209
703,2215
704,2218
705,2222
706,2224
707,2225
708,2231
709,2234
710,2237
711,2239
712,2243
713,2245
714,2249
715,2255
716,2258
717,2262
718,2270
719,2274
720,2276
721,2280
722,2288
723,2291
724,2295
725,2299
726,2305
727,2307
728,2309
729,2312
730,2314
731,2317
732,2319
733,2322
734,2326
735,2328
736,2330
737,2331
738,2332
739,2335
740,2337
741,2339
742,2341
743,2344
744,2345
745,2346
746,2347
747,2350
748,2353
749,2355
750,2358
751,2362
752,2366
753,2370
754,2372
755,2373
756,2375
757,2377
758,2379
759,2382
760,2386
761,2389
762,2391
763,2397
764,2405
765,2407
766,2413
767,2415
768,2419
769,2421
770,2429
771,2433
772,2435
773,2438
774,2440
775,2444
776,2448
777,2450
778,2453
779,2456
780,2459
781,2463
782,2465
783,2466
784,2477
785,2479
786,2483
787,2486
788,2489
789,2493
790,2495
791,2498
792,2499
793,2503
794,2504
795,2510
796,2512
797,2515
798,2516
799,2518
800,2521
801,2524
802,2528
803,2532
804,2535
805,2538
806,2544
807,2546
808,2548
809,2551
810,2553
811,2555
812,2561
813,2564
814,2567
815,2570
816,2576
817,2578
818,2584
819,2585
820,2588
821,2591
822,2593
823,2595
824,2597
825,2603
826,2605
827,2607
828,2610
829,2614
830,2615
831,2619
832,2622
833,2623
834,2625
835,2631
836,2637
837,2643
838,2645
839,2646
840,2649
841,2652
842,2656
843,2659
844,2666
845,2668
846,2670
847,2672
848,2676
849,2679
850,2681
851,2684
852,2688
853,2692
854,2694
855,2697
856,2699
857,2707
858,2711
859,2713
860,2716
861,2718
862,2720
863,2722
864,2725
865,2727
866,2729
867,2732
868,2733
869,2739
870,2742
871,2744
872,2745
873,2747
874,2750
875,2753
876,2756
877,2758
878,2760
879,2762
880,2765
881,2771
882,2774
883,2775
884,2777
885,2779
886,2781
887,2784
888,2788
889,2789
890,2793
891,2796
892,2799
893,2801
894,2803
895,2815
896,2819
897,2820
898,2823
899,2824
900,2834
901,2838
902,2844
903,2845
904,2848
905,2851
906,2853
907,2861
908,2863
909,2866
910,2869
911,2871
912,2877
913,2885
914,2891
915,2893
916,2895
917,2898
918,2900
919,2903
920,2909
921,2915
922,2917
923,2919
924,2921
925,2923
926,2925
927,2926
928,2928
929,2932
930,2933
931,2936
932,2939
933,2941
934,2944
935,2946
936,2950
937,2953
938,2955
939,2959
940,2961
941,2963
942,2971
943,2972
944,2973
945,2976
946,2982
947,2985
948,2987
949,2988
950,2994
951,2995
952,2999
953,3000
954,3004
955,3007
956,3010
957,3013
958,3015
959,3019
960,3021
961,3022
962,3024
963,3028
964,3031
965,3033
966,3037
967,3039
968,3043
969,3044
970,3046
971,3050
972,3054
973,3056
974,3059
975,3061
976,3063
977,3065
978,3068
979,3071
980,3074
981,3075
982,3078
983,3080
984,3088
985,3090
986,3092
987,3095
988,3097
989,3103
990,3105
991,3108
992,3110
993,3114
994,3116
995,3118
996,3120
997,3124
998,3128
999,3131
1000,3135
1001,3137
1002,3139
1003,3141
1004,3144
1005,3146
1006,3147
1007,3150
1008,3156
1009,3159
1010,3162
1011,3166
1012,3169
1013,3171
1014,3173
1015,3177
1016,3181
1017,3184
1018,3186
1019,3188
1020,3190
1021,3192
1022,3194
1023,3197
1024,3200
1025,3202
1026,3204
1027,3206
1028,3209
1029,3216
1030,3218
1031,3219
1032,3222
1033,3226
1034,3228
1035,3231
1036,3233
1037,3237
1038,3244
1039,3247
1040,3250
1041,3253
1042,3259
1043,3263
1044,3267
1045,3269
1046,3271
1047,3274
1048,3279
1049,3281
1050,3284
1051,3286
1052,3292
1053,3293
1054,3295
1055,3299
1056,3301
1057,3303
1058,3305
1059,3307
1060,3311
1061,3313
1062,3315
1063,3317
1064,3325
1065,3333
1066,3336
1067,3343
1068,3351
1069,3355
1070,3359
1071,3361
1072,3363
1073,3367
1074,3370
1075,3373
1076,3376
1077,3378
1078,3382
1079,3385
1080,3391
1081,3395
1082,3399
1083,3401
1084,3403
1085,3404
1086,3406
1087,3410
1088,3413
1089,3414
1090,3415
1091,3419
1092,3425
1093,3427
1094,3429
1095,3432
1096,3434
1097,3438
1098,3440
1099,3444
1100,3448
1101,3450
1102,3452
1103,3459
1104,3460
1105,3462
1106,3465
1107,3476
1108,3480
1109,3483
1110,3487
1111,3489
1112,3503
1113,3504
1114,3506
1115,3509
1116,3511
1117,3513
1118,3515
1119,3517
1120,3520
1121,3526
1122,3530
1123,3532
1124,3536
1125,3539
1126,3541
1127,3544
1128,3552
1129,3554
1130,3556
1131,3558
1132,3559
1133,3561
1134,3569
1135,3572
1136,3575
1137,3581
1138,3583
1139,3584
1140,3586
1141,3588
1142,3590
1143,3593
1144,3594
1145,3597
1146,3600
1147,3604
1148,3606
1149,3609
1150,3611
1151,3617
1152,3619
1153,3623
1154,3627
1155,3630
1156,3633
1157,3636
1158,3639
1159,3641
1160,3649
1161,3651
1162,3653
1163,3660
1164,3663
1165,3665
1166,3668
1167,3672
1168,3674
1169,3676
1170,3680
1171,3682
1172,3684
1173,3688
1174,3690
1175,3696
1176,3697
1177,3700
1178,3703
1179,3705
1180,3707
1181,3711
1182,3713
1183,3715
1184,3719
1185,3722
1186,3726
1187,3728
1188,3730
1189,3732
1190,3734
1191,3736
1192,3740
1193,3742
1194,3744
1195,3746
1196,3749
1197,3750
1198,3751
1199,3753
1200,3767
1201,3769
1202,3771
1203,3772
1204,3774
1205,3776
1206,3778
1207,3780
1208,3782
1209,3784
1210,3788
1211,3790
1212,3792
1213,3794
1214,3796
1215,3799
1216,3801
1217,3803
1218,3806
1219,3809
1220,3812
1221,3813
1222,3816
1223,3819
1224,3827
1225,3831
1226,3834
1227,3836
1228,3840
1229,3854
1230,3856
1231,3857
1232,3861
1233,3862
1234,3864
1235,3873
1236,3879
1237,3885
1238,3887
1239,3891
1240,3893
1241,3895
1242,3897
1243,3899
1244,3902
1245,3905
1246,3908
1247,3910
1248,3912
1249,3916
1250,3917
1251,3918
1252,3920
1253,3924
1254,3927
1255,3928
1256,3934
