,0
0,3
1,4
2,6
3,8
4,16
5,40
6,42
7,43
8,44
9,46
10,88
11,120
12,123
13,126
14,129
15,199
16,205
17,208
18,210
19,213
20,231
21,233
22,235
23,237
24,241
25,242
26,250
27,254
28,258
29,262
30,264
31,267
32,270
33,274
34,277
35,279
36,282
37,300
38,301
39,305
40,307
41,309
42,312
43,319
44,337
45,340
46,343
47,345
48,348
49,352
50,353
51,354
52,356
53,362
54,374
55,375
56,378
57,380
58,388
59,389
60,391
61,409
62,411
63,413
64,415
65,417
66,418
67,421
68,422
69,423
70,426
71,427
72,428
73,444
74,447
75,453
76,455
77,457
78,458
79,470
80,472
81,474
82,482
83,485
84,486
85,488
86,492
87,504
88,512
89,514
90,516
91,520
92,523
93,526
94,529
95,531
96,539
97,542
98,550
99,564
100,566
101,574
102,582
103,583
104,589
105,592
106,594
107,596
108,597
109,600
110,612
111,614
112,618
113,620
114,624
115,627
116,629
117,632
118,635
119,636
120,776
121,788
122,796
123,798
124,801
125,805
126,811
127,814
128,818
129,820
130,822
131,824
132,832
133,838
134,840
135,843
136,851
137,853
138,855
139,857
140,858
141,860
142,862
143,866
144,867
145,869
146,871
147,877
148,879
149,882
150,884
151,887
152,889
153,893
154,895
155,899
156,907
157,910
158,912
159,916
160,920
161,922
162,930
163,933
164,945
165,947
166,949
167,955
168,957
169,973
170,975
171,978
172,1002
173,1006
174,1007
175,1009
176,1012
177,1016
178,1018
179,1021
180,1024
181,1026
182,1029
183,1031
184,1049
185,1050
186,1052
187,1059
188,1066
189,1074
190,1086
191,1094
192,1098
193,1104
194,1106
195,1118
196,1119
197,1123
198,1129
199,1131
200,1133
201,1135
202,1143
203,1149
204,1184
205,1186
206,1187
207,1203
208,1207
209,1215
210,1219
211,1243
212,1255
213,1257
214,1260
215,1262
216,1263
217,1264
218,1271
219,1273
220,1285
221,1288
222,1302
223,1303
224,1319
225,1323
226,1324
227,1326
228,1328
229,1332
230,1334
231,1346
232,1349
233,1352
234,1355
235,1358
236,1368
237,1370
238,1372
239,1379
240,1386
241,1388
242,1396
243,1404
244,1412
245,1430
246,1433
247,1435
248,1438
249,1444
250,1447
251,1454
252,1456
253,1458
254,1460
255,1462
256,1480
257,1482
258,1486
259,1488
260,1500
261,1508
262,1510
263,1522
264,1524
265,1528
266,1530
267,1532
268,1535
269,1537
270,1539
271,1542
272,1548
273,1550
274,1558
275,1560
276,1562
277,1564
278,1566
279,1568
280,1580
281,1584
282,1590
283,1592
284,1596
285,1599
286,1607
287,1611
288,1625
289,1633
290,1635
291,1638
292,1646
293,1658
294,1661
295,1663
296,1667
297,1668
298,1670
299,1673
300,1685
301,1703
302,1765
303,1773
304,1774
305,1777
306,1783
307,1795
308,1801
309,1804
310,1816
311,1819
312,1927
313,1931
314,1955
315,1963
316,1964
317,1966
318,1969
319,1973
320,1981
321,1983
322,1991
323,1994
324,1998
325,2004
326,2007
327,2011
328,2012
329,2014
330,2022
331,2028
332,2098
333,2168
334,2308
335,2309
336,2311
337,2319
338,2320
339,2324
340,2325
341,2331
342,2337
343,2340
344,2343
345,2349
346,2350
347,2358
348,2361
349,2373
350,2375
351,2379
352,2381
353,2383
354,2385
355,2387
356,2389
357,2391
358,2393
359,2397
360,2401
361,2405
362,2449
363,2452
364,2456
365,2457
366,2463
367,2464
368,2468
369,2470
370,2471
371,2475
372,2478
373,2482
374,2488
375,2496
376,2498
377,2506
378,2518
379,2525
380,2528
381,2530
382,2538
383,2542
384,2546
385,2547
386,2555
387,2825
388,2839
389,2841
390,2845
391,2847
392,2848
393,2856
394,2858
395,2860
396,2866
397,2874
398,2878
399,2881
400,2883
401,2889
402,2891
403,2893
404,2896
405,2899
406,3169
407,3177
408,3247
409,3248
410,3250
411,3251
412,3263
413,3267
414,3269
415,3271
416,3273
417,3281
418,3285
419,3287
420,3293
421,3297
422,3299
423,3301
424,3313
425,3317
426,3321
427,3325
428,3327
429,3333
430,3337
431,3339
432,3340
433,3344
434,3350
435,3354
436,3357
437,3369
438,3376
439,3378
440,3382
441,3386
442,3390
443,3393
444,3396
445,3402
446,3405
447,3407
448,3408
449,3416
450,3419
451,3427
452,3428
453,3430
454,3438
455,3444
456,3468
457,3470
458,3472
459,3474
460,3476
461,3480
462,3483
463,3491
464,3498
465,3502
466,3504
467,3508
468,3509
469,3511
470,3514
471,3516
472,3518
473,3530
474,3534
475,3536
476,3539
477,3542
478,3545
479,3548
480,3552
481,3554
482,3558
483,3628
484,3636
485,3638
486,3641
487,3649
488,3651
489,3654
490,3662
491,3665
492,3667
493,3669
494,3673
495,3676
496,3677
497,3681
498,3689
499,3691
500,3693
501,3696
502,3700
503,3704
504,3707
505,3709
506,3717
507,3723
508,3724
509,3732
510,3735
511,3743
512,3745
513,3747
514,3753
515,3767
516,3768
517,3772
518,3836
519,3839
520,3840
521,3841
522,3843
523,3871
524,3873
525,3879
526,3883
527,3884
528,3888
529,3894
530,3897
531,3901
532,3904
533,3906
534,3910
535,3928
536,3931
537,3935
538,3939
539,3941
540,3944
541,3947
542,3949
543,3957
544,3960
545,3964
546,3967
547,3973
548,3985
549,3987
550,3989
551,3993
552,3994
553,4012
554,4024
555,4026
556,4028
557,4046
558,4050
559,4052
560,4053
561,4057
562,4069
563,4073
564,4075
565,4077
566,4080
567,4087
568,4090
569,4093
570,4101
571,4171
572,4174
573,4178
574,4180
575,4182
576,4185
577,4190
578,4192
579,4194
580,4197
581,4199
582,4202
583,4204
584,4207
585,4215
586,4217
587,4219
588,4221
589,4227
590,4245
591,4251
592,4257
593,4261
594,4263
595,4300
596,4306
597,4308
598,4311
599,4312
600,4314
601,4322
602,4324
603,4326
604,4328
605,4330
606,4333
607,4336
608,4340
609,4346
610,4406
611,4410
612,4418
613,4421
614,4455
615,4462
616,4466
617,4472
618,4473
619,4476
620,4482
621,4488
622,4494
623,4497
624,4505
625,4508
626,4510
627,4512
628,4515
629,4527
630,4530
631,4533
632,4536
633,4537
634,4545
635,4551
636,4555
637,4561
638,4564
639,4582
640,4584
641,4600
642,4603
643,4605
644,4609
645,4611
646,4614
647,4616
648,4617
649,4621
650,4623
651,4624
652,4627
653,4630
654,4631
655,4635
656,4639
657,4642
658,4645
659,4647
660,4650
661,4720
662,4726
663,4728
664,4734
665,4742
666,4750
667,4762
668,4763
669,4769
670,4793
671,4796
672,4800
673,4802
674,4803
675,4805
676,4807
677,4808
678,4811
679,4812
680,4818
681,4819
682,4825
683,4841
684,4842
685,4846
686,4849
687,4855
688,4859
689,4861
690,4865
691,4872
692,4886
693,4888
694,4894
695,4897
696,4899
697,4902
698,4904
699,4916
700,4920
701,4922
702,4924
703,4925
704,4937
705,5077
706,5093
707,5096
708,5098
709,5100
710,5103
711,5105
712,5117
713,5119
714,5120
715,5124
716,5125
717,5132
718,5135
719,5137
720,5144
721,5156
722,5426
723,5429
724,5432
725,5434
726,5442
727,5444
728,5447
729,5459
730,5462
731,5465
732,5466
733,5474
734,5476
735,5479
736,5491
737,5492
738,5498
739,5501
740,5502
741,5504
742,5512
743,5514
744,5517
745,5525
746,5537
747,5539
748,5542
749,5544
750,5546
751,5548
752,5550
753,5554
754,5556
755,5567
756,5569
757,5581
758,5585
759,5587
760,5589
761,5593
762,5595
763,5601
764,5604
765,5606
766,5608
767,5610
768,5611
769,5619
770,5622
771,5626
772,5630
773,5638
774,5644
775,5647
776,5650
777,5657
778,5665
779,5668
780,5669
781,5672
782,5675
783,5676
784,5678
785,5680
786,5681
787,5693
788,5694
789,5706
790,5708
791,5714
792,5718
793,5722
794,5723
795,5725
796,5728
797,5736
798,5737
799,5748
800,5751
801,5759
802,5761
803,5763
804,5767
805,5769
806,5775
807,5781
808,5783
809,5789
810,5793
811,5796
812,5802
