,0
0,2
1,8
2,9
3,15
4,17
5,19
6,21
7,25
8,33
9,34
10,38
11,44
12,52
13,70
14,74
15,75
16,79
17,85
18,88
19,89
20,92
21,95
22,99
23,101
24,104
25,106
26,130
27,133
28,135
29,136
30,140
31,158
32,170
33,172
34,184
35,187
36,190
37,191
38,203
39,205
40,207
41,210
42,218
43,222
44,225
45,229
46,231
47,233
48,236
49,244
50,252
51,255
52,267
53,279
54,287
55,295
56,296
57,302
58,306
59,314
60,318
61,320
62,323
63,330
64,334
65,442
66,446
67,448
68,450
69,452
70,454
71,462
72,474
73,475
74,479
75,480
76,482
77,484
78,492
79,506
80,512
81,516
82,528
83,532
84,544
85,552
86,560
87,624
88,636
89,639
90,642
91,644
92,646
93,650
94,652
95,655
96,657
97,658
98,700
99,718
100,726
101,729
102,731
103,733
104,737
105,738
106,742
107,746
108,748
109,752
110,753
111,759
112,771
113,783
114,784
115,786
116,788
117,796
118,808
119,811
120,817
121,818
122,819
123,821
124,829
125,832
126,834
127,837
128,845
129,851
130,853
131,855
132,862
133,866
134,868
135,874
136,880
137,882
138,883
139,887
140,891
141,895
142,897
143,901
144,909
145,911
146,913
147,921
148,929
149,931
150,932
151,935
152,939
153,942
154,954
155,966
156,969
157,973
158,977
159,979
160,981
161,993
162,995
163,1007
164,1009
165,1011
166,1013
167,1016
168,1020
169,1022
170,1034
171,1036
172,1038
173,1052
174,1056
175,1064
176,1065
177,1073
178,1077
179,1087
180,1095
181,1103
182,1105
183,1107
184,1109
185,1117
186,1121
187,1124
188,1126
189,1132
190,1135
191,1141
192,1145
193,1147
194,1163
195,1165
196,1173
197,1179
198,1187
199,1189
200,1191
201,1197
202,1198
203,1200
204,1203
205,1211
206,1213
207,1217
208,1241
209,1244
210,1248
211,1260
212,1278
213,1280
214,1307
215,1315
216,1317
217,1318
218,1320
219,1321
220,1323
221,1331
222,1333
223,1351
224,1360
225,1368
226,1370
227,1388
228,1391
229,1409
230,1412
231,1414
232,1415
233,1423
234,1426
235,1461
236,1464
237,1482
238,1488
239,1490
240,1498
241,1500
242,1508
243,1524
244,1527
245,1531
246,1534
247,1544
248,1552
249,1556
250,1558
251,1560
252,1568
253,1569
254,1572
255,1580
256,1582
257,1594
258,1598
259,1610
260,1614
261,1618
262,1625
263,1631
264,1633
265,1635
266,1637
267,1643
268,1648
269,1650
270,1653
271,1655
272,1659
273,1665
274,1667
275,1675
276,1678
277,1684
278,1702
279,1703
280,1705
281,1707
282,1708
283,1710
284,1716
285,1722
286,1729
287,1731
288,1734
289,1746
290,1750
291,1756
292,1758
293,1762
294,1763
295,1769
296,1772
297,1775
298,1778
299,1850
300,1858
301,1861
302,1868
303,1869
304,1887
305,1889
306,1892
307,1900
308,1904
309,1906
310,1910
311,1914
312,1920
313,1921
314,1925
315,1933
316,1945
317,1947
318,1951
319,1959
320,1966
321,1968
322,1970
323,1976
324,1988
325,1992
326,2004
327,2008
328,2010
329,2016
330,2018
331,2020
332,2038
333,2041
334,2053
335,2055
336,2061
337,2065
338,2092
339,2095
340,2101
341,2107
342,2109
343,2121
344,2133
345,2141
346,2177
347,2189
348,2197
349,2200
350,2204
351,2216
352,2218
353,2245
354,2247
355,2251
356,2252
357,2253
358,2255
359,2257
360,2258
361,2259
362,2271
363,2273
364,2276
365,2283
366,2285
367,2287
368,2291
369,2303
370,2305
371,2308
372,2312
373,2315
374,2323
375,2327
376,2329
377,2330
378,2333
379,2334
380,2338
381,2340
382,2343
383,2351
384,2363
385,2366
386,2369
387,2375
388,2387
389,2389
390,2391
391,2409
392,2411
393,2413
394,2415
395,2417
396,2420
397,2424
398,2432
399,2434
400,2438
401,2440
402,2456
403,2468
404,2471
405,2477
406,2484
407,2488
408,2496
409,2498
410,2506
411,2513
412,2519
413,2521
414,2524
415,2526
416,2529
417,2537
418,2539
419,2541
420,2545
421,2546
422,2547
423,2555
424,2559
425,2561
426,2563
427,2575
428,2602
429,2626
430,2630
431,2632
432,2740
433,2743
434,2755
435,2759
436,2762
437,2770
438,2782
439,2824
440,2826
441,2828
442,2832
443,2844
444,2850
445,2858
446,2860
447,2863
448,2879
449,2883
450,2895
451,2897
452,2905
453,2907
454,2914
455,2916
456,2922
457,2934
458,2940
459,2952
460,2955
461,2957
462,2959
463,2960
464,2963
465,2967
466,2971
467,2987
468,2995
469,2997
470,3000
471,3012
472,3013
473,3014
474,3017
475,3025
476,3027
477,3031
478,3033
479,3037
480,3038
481,3056
482,3060
483,3068
484,3074
485,3075
486,3079
487,3081
488,3082
489,3091
490,3092
491,3104
492,3107
493,3109
494,3127
495,3129
496,3132
497,3134
498,3135
499,3137
500,3143
501,3146
502,3147
503,3155
504,3163
505,3166
506,3190
507,3191
508,3194
509,3196
510,3197
511,3209
512,3215
513,3219
514,3231
515,3232
516,3240
517,3242
518,3245
519,3263
520,3267
521,3271
522,3275
523,3277
524,3281
525,3283
526,3284
527,3290
528,3292
529,3294
530,3300
531,3440
532,3452
533,3458
534,3460
535,3463
536,3464
537,3486
538,3510
539,3511
540,3517
541,3518
542,3521
543,3529
544,3533
545,3565
546,3568
547,3576
548,3579
549,3591
550,3595
551,3603
552,3609
553,3633
554,3635
555,3699
556,3705
557,3708
558,3716
559,3740
560,3743
561,3747
562,3751
563,3752
564,3760
565,3772
566,3775
567,3783
568,3785
569,3787
570,3790
571,3793
572,3796
573,3799
574,3807
575,3815
576,3823
577,3825
578,3839
579,3911
580,3915
581,3917
582,3920
583,3928
584,3931
585,3939
586,3951
587,3963
588,3965
589,3967
590,3975
591,3977
592,3979
593,3981
594,3989
595,4001
596,4013
597,4019
598,4021
599,4037
600,4038
601,4042
602,4045
603,4048
604,4049
605,4051
606,4054
607,4086
608,4088
609,4092
610,4100
611,4112
612,4119
613,4122
614,4158
615,4166
616,4174
617,4178
618,4180
619,4184
620,4190
621,4194
622,4195
623,4203
624,4206
625,4209
626,4213
627,4219
628,4227
629,4230
630,4238
631,4239
632,4242
633,4246
634,4249
635,4251
636,4252
637,4270
638,4272
639,4273
640,4285
641,4287
642,4289
643,4295
644,4297
645,4301
646,4305
647,4307
648,4315
649,4318
650,4326
651,4338
652,4341
653,4342
654,4346
655,4354
656,4357
657,4361
658,4363
659,4364
660,4367
661,4369
662,4381
663,4385
664,4403
665,4407
666,4409
667,4412
668,4420
669,4422
670,4426
671,4438
672,4441
673,4445
674,4448
675,4464
676,4465
677,4477
678,4479
679,4491
680,4497
681,4505
682,4506
683,4508
684,4512
685,4515
686,4531
687,4537
688,4545
689,4548
690,4560
691,4562
692,4576
693,4577
694,4580
695,4592
696,4594
697,4601
698,4613
699,4615
700,4617
701,4625
702,4637
703,4640
704,4644
705,4647
706,4650
707,4656
708,4660
709,4661
710,4662
711,4666
712,4670
713,4671
714,4683
715,4686
716,4692
717,4698
718,4710
719,4728
720,4731
721,4735
722,4738
723,4740
724,4741
725,4753
726,4755
727,4757
728,4758
729,4761
730,4762
731,4764
732,4767
733,4779
734,4787
735,4789
736,4791
737,4793
738,4796
739,4808
740,4816
741,4818
742,4821
743,4825
744,4833
745,4837
746,4843
747,4845
748,4877
749,4905
750,4907
751,4919
752,4929
753,4931
754,4939
755,4947
756,4951
757,4953
758,4957
759,4965
760,4971
761,4972
762,4973
763,4991
764,4994
765,4996
766,4998
767,5005
768,5008
769,5010
770,5012
771,5016
772,5018
773,5020
774,5023
775,5029
776,5031
777,5033
778,5035
779,5041
780,5045
781,5061
782,5065
783,5067
784,5073
785,5076
786,5094
787,5096
788,5098
789,5104
790,5107
791,5115
792,5127
793,5139
794,5151
795,5153
796,5156
797,5164
798,5167
