,0
0,2
1,5
2,8
3,12
4,13
5,21
6,22
7,26
8,29
9,31
10,33
11,35
12,37
13,39
14,45
15,53
16,63
17,69
18,70
19,72
20,74
21,75
22,77
23,83
24,87
25,89
26,91
27,93
28,97
29,99
30,101
31,107
32,110
33,112
34,113
35,117
36,119
37,121
38,123
39,126
40,132
41,133
42,135
43,137
44,139
45,143
46,144
47,146
48,153
49,156
50,157
51,161
52,165
53,168
54,171
55,175
56,177
57,180
58,181
59,187
60,189
61,193
62,201
63,202
64,206
65,276
66,278
67,281
68,283
69,284
70,285
71,288
72,289
73,291
74,297
75,301
76,305
77,309
78,311
79,341
80,345
81,347
82,348
83,352
84,354
85,356
86,362
87,364
88,368
89,371
90,374
91,377
92,379
93,382
94,386
95,388
96,392
97,398
98,400
99,406
100,408
101,410
102,412
103,414
104,418
105,422
106,424
107,427
108,437
109,441
110,444
111,448
112,454
113,456
114,458
115,460
116,464
117,466
118,472
119,475
120,477
121,480
122,483
123,487
124,491
125,493
126,494
127,500
128,503
129,505
130,508
131,510
132,511
133,514
134,520
135,522
136,526
137,532
138,533
139,536
140,546
141,549
142,553
143,555
144,561
145,563
146,565
147,567
148,570
149,572
150,574
151,578
152,580
153,581
154,588
155,591
156,595
157,599
158,601
159,605
160,607
161,611
162,612
163,616
164,617
165,619
166,622
167,625
168,631
169,635
170,657
171,659
172,661
173,751
174,753
175,756
176,760
177,764
178,766
179,772
180,776
181,780
182,781
183,784
184,786
185,790
186,792
187,796
188,798
189,804
190,894
191,896
192,940
193,944
194,946
195,950
196,951
197,953
198,954
199,956
200,962
201,964
202,968
203,974
204,975
205,983
206,1053
207,1137
208,1139
209,1229
210,1232
211,1234
212,1235
213,1241
214,1243
215,1267
216,1269
217,1271
218,1273
219,1279
220,1282
221,1284
222,1286
223,1288
224,1291
225,1293
226,1301
227,1302
228,1304
229,1306
230,1310
231,1314
232,1315
233,1318
234,1326
235,1333
236,1337
237,1343
238,1347
239,1348
240,1351
241,1354
242,1358
243,1362
244,1363
245,1366
246,1369
247,1370
248,1376
249,1380
250,1381
251,1387
252,1457
253,1459
254,1460
255,1462
256,1463
257,1464
258,1466
259,1468
260,1474
261,1480
262,1483
263,1487
264,1498
265,1502
266,1508
267,1511
268,1512
269,1515
270,1523
271,1524
272,1526
273,1530
274,1532
275,1535
276,1536
277,1538
278,1544
279,1548
280,1549
281,1551
282,1553
283,1557
284,1560
